Name,City,CuisineStyle,Ranking,Rating,NumberofReviews
Royal Fook Long,Amsterdam,"['Chinese', 'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",1643,4,70
Pilsvogel,Amsterdam,"['Bar', 'European', 'Cafe', 'International', 'Spanish', 'Vegetarian Friendly']",1644,4,90
Restaurant Corner House,Amsterdam,"['Bar', 'European', 'Dutch', 'Pub', 'Vegetarian Friendly']",1645,4,75
Sette Bello,Amsterdam,"['Italian', 'European', 'Pizza']",1646,4,84
Del Posto,Amsterdam,"['Italian', 'Pizza', 'European']",1647,4,34
Madrid,Amsterdam,"['European', 'Spanish', 'Mediterranean', 'Vegetarian Friendly']",1648,4,52
Restaurant Stedelijk,Amsterdam,"['Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options']",1649,3.5,446
Gurkhas Kitchen,Amsterdam,"['Indian', 'Nepali', 'Asian', 'Vegetarian Friendly']",1650,4,23
Scotty & Co,Amsterdam,"['Dutch', 'European']",1651,5,10
CousCous Club,Amsterdam,"['Moroccan', 'Tunisian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",1652,4,34
Noumidia,Amsterdam,['Moroccan'],1653,4.5,15
Koffiehuis Java-Blend Amsterdam,Amsterdam,,1654,4.5,15
De Chef's Table Anice Culinair,Amsterdam,"['European', 'French', 'Mediterranean', 'Spanish', 'Fusion', 'Vegetarian Friendly']",1655,5,28
Eetcafe Mosveld,Amsterdam,,1656,4.5,11
Twins Olives,Amsterdam,"['Greek', 'Middle Eastern']",1657,5,11
De Patatzaak,Amsterdam,,1658,4,35
Thai Deum,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1659,4,25
Societe Wunderbar,Amsterdam,"['Indonesian', 'Bar', 'Asian', 'Pub']",1660,4.5,55
Rosetta's Kitchen,Amsterdam,"['Italian', 'Seafood', 'Mediterranean']",1661,4.5,26
Assaggio,Amsterdam,"['Italian', 'Mediterranean', 'European']",1662,4.5,30
La Cage Amsterdam,Amsterdam,"['French', 'Bar', 'European', 'Pub']",1663,4.5,37
ADAM's ID,Amsterdam,"['International', 'European', 'Street Food', 'Dutch', 'Bar', 'Pub']",1664,4,19
Cafe de Wetering,Amsterdam,"['Dutch', 'European']",1665,4.5,19
Keizer Culinair,Amsterdam,"['Dutch', 'European']",1666,4.5,11
Tomatillo Tex-Mex To Go,Amsterdam,"['Mexican', 'Southwestern', 'South American', 'Central American', 'Vegetarian Friendly']",1667,4,80
Mr. Sister,Amsterdam,,1668,4,21
Eetcafe Number one,Amsterdam,"['European', 'Italian', 'Pizza']",1669,4.5,21
Caffe 500,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",1670,4.5,58
Jwo Lekkernijen,Amsterdam,,1671,5,10
De BallenBar,Amsterdam,"['Dutch', 'Fast Food', 'European']",1672,4,31
Meram Osdorp,Amsterdam,"['Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']",1673,3.5,49
Jefferson Bar-Restaurant,Amsterdam,"['European', 'French']",1674,4,27
Krua Buppha,Amsterdam,"['Asian', 'Thai', 'Indonesian']",1675,4.5,18
Tickets Service Point Fresh Stroopwafels,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",1676,5,19
Maya's Grillsteakhouse,Amsterdam,"['Steakhouse', 'Argentinean', 'South American', 'Grill']",1677,3.5,217
Pluk Amsterdam - Berenstraat,Amsterdam,"['European', 'Healthy']",1678,4,18
Eetcafe Le Traffic,Amsterdam,"['Mediterranean', 'International']",1679,4,26
Nieuw Albina,Amsterdam,"['Chinese', 'Asian']",1680,4,51
Tigris & Eufraat,Amsterdam,"['Lebanese', 'Mediterranean', 'Middle Eastern']",1681,5,6
Centrum de Roos,Amsterdam,['Vegetarian Friendly'],1682,4.5,15
Cafe-Hotel International,Amsterdam,"['Pub', 'Dutch', 'Bar', 'European']",1683,4,50
Cafe Flinck,Amsterdam,"['Bar', 'Cafe', 'Pub', 'Dutch', 'European', 'Vegetarian Friendly']",1684,4,66
Pica pica,Amsterdam,"['European', 'Spanish', 'Mediterranean', 'Vegetarian Friendly']",1685,4,39
BBROOD Zeedijk,Amsterdam,,1686,5,12
Parck,Amsterdam,"['Bar', 'American', 'Dutch', 'European']",1687,4,49
Goud West,Amsterdam,,1688,4.5,11
Kam Yin,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",1689,3.5,306
Kooning van Siam,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1690,4,118
Romios,Amsterdam,['Greek'],1691,4.5,14
Orbit Amsterdam,Amsterdam,['Asian'],1692,4,52
Trattoria Da Damiano Milano,Amsterdam,"['Italian', 'Mediterranean', 'Pizza']",1693,4.5,22
Pizza Heart Bar,Amsterdam,,1694,4.5,7
Simit Sarayi,Amsterdam,"['Fast Food', 'Turkish', 'Vegetarian Friendly']",1695,3.5,118
Broodje Daan,Amsterdam,"['Dutch', 'European']",1696,5,17
Soi74,Amsterdam,"['Asian', 'Thai', 'Street Food', 'Vegetarian Friendly']",1697,4,29
Samba Kitchen Churrascaria rodizio,Amsterdam,"['Brazilian', 'Latin', 'Barbecue', 'South American']",1698,3.5,79
Hartog's Volkoren,Amsterdam,"['Dutch', 'Vegetarian Friendly']",1699,5,20
Croissanterie Jennifer,Amsterdam,"['Dutch', 'Cafe']",1700,4,92
Nam Kee Nieuwmarkt,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",1701,3.5,227
Ziggys,Amsterdam,['Pub'],1702,4,30
Looiedet Coffee & Toast,Amsterdam,"['Dutch', 'European']",1703,4.5,11
Roopram Roti,Amsterdam,"['South American', 'Vegetarian Friendly', 'Vegan Options']",1704,4,54
San Pedro,Amsterdam,"['Steakhouse', 'Argentinean']",1705,3.5,108
P. King,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly']",1706,3.5,193
Badhuis,Amsterdam,"['Bar', 'European', 'Dutch']",1707,3.5,102
Cafe Restaurant Orff,Amsterdam,"['Bar', 'Cafe', 'European', 'Dutch', 'Vegetarian Friendly']",1708,3.5,94
Cafe de Barones,Amsterdam,,1709,5,5
Bar Evert-Jan,Amsterdam,"['Italian', 'American', 'Dutch', 'European', 'Central European']",1710,5,5
Le petit deli,Amsterdam,['French'],1711,5,4
Leef,Amsterdam,['Delicatessen'],1712,5,6
Wally's Wafels,Amsterdam,,1713,5,9
Cafe Schilders,Amsterdam,"['Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",1714,4,39
Indian Restaurant Swagat,Amsterdam,['Indian'],1715,4.5,5
Ram's Roti West,Amsterdam,['Caribbean'],1716,4.5,20
Teng Janssen,Amsterdam,"['Asian', 'Fusion']",1717,4.5,7
Checkpoint Charlie,Amsterdam,['Fusion'],1718,4,15
Dapper,Amsterdam,"['American', 'Bar', 'Pub', 'Gastropub', 'Barbecue']",1719,4,80
Aguada cafe restaurant,Amsterdam,"['Dutch', 'International', 'European', 'Vegetarian Friendly']",1720,4,31
Spaghetteria Oost,Amsterdam,"['Italian', 'International']",1721,4.5,11
Cafe Flamingo,Amsterdam,"['Bar', 'Pub', 'Dutch', 'European']",1722,4,25
Domino's Pizza,Amsterdam,"['Pizza', 'Fast Food', 'Italian']",1723,4,44
Puspita,Amsterdam,"['Asian', 'Indonesian']",1724,4,30
De Pannekoekerkelder,Amsterdam,"['Dutch', 'European']",1725,3.5,82
Yumisushi,Amsterdam,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly']",1726,4,41
Wil Graanstra's Frietkraam,Amsterdam,"['Dutch', 'European']",1727,4,19
Cafe Blond,Amsterdam,"['Cafe', 'International', 'European', 'Dutch', 'Vegetarian Friendly']",1728,3.5,43
Restaurant Torino,Amsterdam,"['Italian', 'Pizza', 'European', 'Mediterranean']",1729,4,41
Restaurant Tai Yu,Amsterdam,"['Chinese', 'Japanese', 'Sushi']",1730,4.5,7
Cafe Remember,Amsterdam,"['Bar', 'Pub']",1731,4,54
Koffiehuis KHL,Amsterdam,"['Dutch', 'European', 'Central European']",1732,4,32
Pizzaria Orvieto,Amsterdam,"['Italian', 'European', 'Pizza']",1733,4,132
Het Warenhuis,Amsterdam,"['Bar', 'American', 'Dutch', 'Wine Bar', 'Vegetarian Friendly']",1734,3.5,52
De 2 Grieken,Amsterdam,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",1735,4,129
Eazie,Amsterdam,"['Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",1736,3.5,41
Maeenaamthai,Amsterdam,['Thai'],1737,5,12
Deksels! Lekkere Dingen,Amsterdam,"['European', 'Italian', 'Dutch', 'International']",1738,4.5,27
Neva,Amsterdam,['European'],1739,4,56
't Wethoudertje,Amsterdam,"['Dutch', 'European']",1740,4.5,14
Eetcafe De Avonden,Amsterdam,,1741,4.5,12
Orloff,Amsterdam,"['Brew Pub', 'Dutch', 'Bar', 'Cafe', 'International', 'European', 'Vegetarian Friendly']",1742,4,71
Blauwe Brug,Amsterdam,"['Dutch', 'Bar', 'European']",1743,4,74
Villa Nieuwmarkt,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'International', 'Vegetarian Friendly']",1744,4,82
Yum Yum Thai,Amsterdam,"['Asian', 'Thai']",1745,3.5,30
Zaagmolen,Amsterdam,['French'],1746,4.5,9
Ginger Amsterdam,Amsterdam,"['Steakhouse', 'Grill', 'Barbecue', 'Vegetarian Friendly']",1747,4,133
Cafe Krom,Amsterdam,"['Bar', 'Cafe', 'Pub', 'Dutch', 'European']",1748,4,38
Le Petit Bistro,Amsterdam,"['European', 'French', 'Bar', 'Vegetarian Friendly']",1749,4,72
Hiding In Plain Sight,Amsterdam,,1750,4.5,29
La Piccola Trattoria,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1751,4,31
Axis Bar,Amsterdam,,1752,5,8
Van Hoeck,Amsterdam,"['European', 'Vegetarian Friendly']",1753,4,64
Piadina Factory,Amsterdam,"['Italian', 'Cafe', 'Mediterranean', 'Vegetarian Friendly']",1754,5,7
Croissanterie Hans Egstorf,Amsterdam,"['European', 'French', 'Dutch']",1755,4.5,23
Burgerland,Amsterdam,,1756,4.5,7
Oma Ietje,Amsterdam,,1757,4.5,20
Boca's Park,Amsterdam,"['Dutch', 'European', 'Bar', 'Pub', 'Central European']",1758,4,26
Alberto's Carreta,Amsterdam,"['Steakhouse', 'Latin', 'Barbecue']",1759,3.5,156
De Molenwiek,Amsterdam,"['Dutch', 'European']",1760,4,12
Pizzeria La Vita,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1761,3.5,67
Het Bestekje,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Steakhouse', 'Contemporary']",1762,4,34
Brasserie de Brakke Grond,Amsterdam,"['Belgian', 'Bar', 'European', 'Central European', 'Pub']",1763,3.5,90
Oud Holland,Amsterdam,"['Dutch', 'European', 'Central European']",1764,3.5,243
Fou Fow Ramen van Wou,Amsterdam,['Japanese'],1765,4.5,7
Lime Cafe,Amsterdam,,1766,4.5,20
Restaurant Meram,Amsterdam,"['Turkish', 'Middle Eastern']",1767,5,6
La Vaca,Amsterdam,"['Barbecue', 'Argentinean', 'Steakhouse', 'South American']",1768,3.5,113
Sowieso,Amsterdam,"['European', 'International']",1769,4,42
Cafe de Punt,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Italian', 'Pizza']",1770,4.5,29
Saffraan aan de Amstel,Amsterdam,['Mediterranean'],1771,4.5,6
Bagels & Beans van Hallstraat,Amsterdam,"['Dutch', 'European']",1772,4.5,9
Graaf Leopold,Amsterdam,['Cafe'],1773,4.5,14
Clubkoffie,Amsterdam,,1774,4.5,13
Bacco,Amsterdam,"['Italian', 'Seafood', 'Mediterranean']",1775,4.5,19
Kerkstraat 59,Amsterdam,"['Mexican', 'International']",1776,4.5,35
Restaurant El Asador,Amsterdam,"['Latin', 'Barbecue', 'Steakhouse', 'Argentinean']",1777,3.5,153
Marmara,Amsterdam,['Turkish'],1778,4.5,11
Bagels Sandwich Village,Amsterdam,"['European', 'Vegetarian Friendly']",1779,3.5,130
Alberto pozzetto,Amsterdam,,1780,4.5,6
Atelier,Amsterdam,"['Italian', 'French', 'International']",1781,4.5,11
Restaurant Koffiehuis Van Den Volksbond,Amsterdam,"['Dutch', 'European']",1782,4.5,39
Viet View,Amsterdam,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",1783,4.5,30
Selma's,Amsterdam,"['Bar', 'European', 'Pub', 'Swedish', 'Scandinavian']",1784,4.5,8
De Rijncantine,Amsterdam,"['European', 'Dutch', 'International']",1785,4,19
Namaskar,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly']",1786,3.5,62
Cafe Walem,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'International', 'Vegetarian Friendly']",1787,3.5,141
Baan Pong,Amsterdam,['Thai'],1788,4.5,10
Khan,Amsterdam,"['Asian', 'Korean', 'Barbecue']",1789,4.5,23
Lavanta Traiteur,Amsterdam,['Turkish'],1790,5,12
Febo,Amsterdam,"['Dutch', 'European']",1791,4,9
Knoert,Amsterdam,,1792,5,11
Dionysos,Amsterdam,"['Mediterranean', 'Greek']",1793,4,39
Blue Boat Dinner Cruise,Amsterdam,['French'],1794,4.5,6
Ramses,Amsterdam,['Fusion'],1795,4,19
Umi Sushi & Grill,Amsterdam,"['Japanese', 'Sushi', 'Asian']",1796,4,46
de Tulp,Amsterdam,"['International', 'Vegetarian Friendly']",1797,4,22
Meneer Temaki,Amsterdam,"['Asian', 'Fusion', 'Japanese']",1798,4.5,10
Nawaab,Amsterdam,"['Indian', 'Middle Eastern', 'Pakistani', 'Vegetarian Friendly']",1799,4,27
Het Kaasboertje Van De Jordaan,Amsterdam,,1800,5,5
Toko Bersama,Amsterdam,['Indonesian'],1801,5,3
Rotisserie Beukenplein,Amsterdam,,1802,5,5
Strawberry Amsterdam,Amsterdam,"['Dutch', 'European']",1803,5,4
Meram Burger,Amsterdam,,1804,5,4
STACH Nieuwendijk,Amsterdam,['American'],1805,5,4
Amona Food Truck,Amsterdam,"['Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",1806,5,8
Mylk,Amsterdam,['International'],1807,5,3
Mams Grilled Cheese Truck,Amsterdam,['American'],1808,5,4
IJsmolen,Amsterdam,,1809,5,6
House of Watt Amsterdam,Amsterdam,"['Dutch', 'International', 'European', 'Contemporary']",1810,5,4
Bij ons in de Jordaan,Amsterdam,,1811,5,3
Pont Neuf,Amsterdam,['Fast Food'],1812,5,5
Bouillon Brothers,Amsterdam,"['International', 'European', 'Contemporary', 'Pub', 'Healthy']",1813,5,5
Bar Benjamin,Amsterdam,"['French', 'Dutch', 'European']",1814,5,5
Chef India Amsterdam,Amsterdam,['Indian'],1815,5,3
A Bar,Amsterdam,"['Dutch', 'European']",1816,5,3
Mukki's Rantang,Amsterdam,"['Asian', 'Indonesian']",1817,5,4
De Jordaan,Amsterdam,,1818,5,3
Vegan Dining Amsterdam,Amsterdam,"['Mediterranean', 'Asian', 'Middle Eastern']",1819,5,5
BOX,Amsterdam,,1820,5,13
Burger King,Amsterdam,"['American', 'Fast Food']",1821,3.5,81
Route 66,Amsterdam,"['Bar', 'Pub']",1822,4,46
Tanuki Japans Eetcafe Gelderlandplein,Amsterdam,"['Japanese', 'Sushi', 'Asian']",1823,3.5,62
Ristorante Pizzeria Piccolino,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",1824,3.5,176
Jumbo Foodmarkt,Amsterdam,"['Italian', 'Dutch', 'Sushi', 'European', 'Asian']",1825,4,19
wok2home,Amsterdam,['Chinese'],1826,4.5,13
Gastronomia Gianni,Amsterdam,"['Italian', 'Mediterranean']",1827,4,35
Hot or not,Amsterdam,"['Bar', 'Pub']",1828,3.5,19
Miranda & Paul of MP Kitchen,Amsterdam,"['Italian', 'Dutch', 'Mediterranean', 'European']",1829,5,7
Volendammer Vishandel,Amsterdam,,1830,5,5
NewWerktheater,Amsterdam,"['Dutch', 'European']",1831,5,6
Bakkerij de Waal,Amsterdam,"['Dutch', 'Fast Food']",1832,4,30
Cha's,Amsterdam,,1833,5,11
Kebec,Amsterdam,,1834,5,9
Istanbul Grill Restaurant,Amsterdam,"['Mediterranean', 'Turkish', 'Middle Eastern', 'Halal']",1835,3.5,168
Scharrebier,Amsterdam,,1836,4.5,17
Hofje van Wijs,Amsterdam,"['Dutch', 'Cafe', 'European']",1837,3.5,130
Brasserie de serre,Amsterdam,['French'],1838,4,16
Pizza Heart,Amsterdam,"['Pizza', 'Middle Eastern', 'Vegetarian Friendly']",1839,4.5,30
Dam Steakhouse,Amsterdam,"['Steakhouse', 'Argentinean', 'South American']",1840,3.5,169
Mauresque,Amsterdam,"['Moroccan', 'Mediterranean', 'Spanish', 'Arabic']",1841,4.5,9
Golden House,Amsterdam,['Chinese'],1842,4.5,17
Caulils Delicatessen,Amsterdam,['Cafe'],1843,5,16
Restaurant District 5,Amsterdam,"['Italian', 'Mediterranean', 'Pizza', 'European']",1844,4,124
SuZushi,Amsterdam,['Japanese'],1845,4.5,7
SchatjePatatje,Amsterdam,,1846,4.5,12
Restaurant Nine,Amsterdam,"['International', 'Mediterranean']",1847,4,21
Halal Food with the H not A,Amsterdam,"['Turkish', 'Middle Eastern', 'Halal']",1848,4,21
Rembrandt Tower Boardroom | Heavenly Rembrandt,Amsterdam,['French'],1849,5,14
Eriks Delicatessen,Amsterdam,['Delicatessen'],1850,5,8
O-Cha,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",1851,4,85
Steakhouse Evita,Amsterdam,"['European', 'Steakhouse', 'Seafood', 'Gluten Free Options']",1852,4,33
Warung Sranang Makmur,Amsterdam,,1853,5,5
Ron Verboom Bakkerij,Amsterdam,,1854,4.5,20
Indian Restaurant Natraj,Amsterdam,['Indian'],1855,4,19
Graceland Bar-B-Q,Amsterdam,"['Barbecue', 'Grill', 'American', 'Southwestern', 'Bar']",1856,3.5,119
Friet Van Oost,Amsterdam,,1857,5,7
Tapzuid Burger Beers & More,Amsterdam,"['Bar', 'Pub', 'Dutch', 'European']",1858,4,30
Men Impossible,Amsterdam,"['Japanese', 'Diner']",1859,5,4
Burger King,Amsterdam,"['American', 'Fast Food']",1860,3.5,171
Himalayan Kitchen,Amsterdam,"['Indian', 'Asian', 'Nepali', 'Tibetan', 'Vegetarian Friendly', 'Vegan Options']",1861,4.5,83
Noah’s Arq,Amsterdam,"['Bar', 'Pub', 'Dutch', 'European']",1862,3.5,53
Circl Restaurant,Amsterdam,"['Dutch', 'International', 'European']",1863,4.5,7
La Casona,Amsterdam,"['Argentinean', 'Steakhouse']",1864,4,101
CoffeeMania Slotermeer,Amsterdam,"['Dutch', 'Cafe', 'European', 'Diner']",1865,4.5,8
Bunga Mawar,Amsterdam,"['Asian', 'Indonesian']",1866,4,43
Mensink,Amsterdam,"['Cafe', 'French', 'European']",1867,4.5,21
Japans Delicatessenhuis Zen,Amsterdam,"['Japanese', 'Seafood']",1868,4.5,16
New China City,Amsterdam,"['Chinese', 'Asian']",1869,3.5,79
Yu Woah,Amsterdam,['Chinese'],1870,4.5,18
Dunkin Donuts,Amsterdam,,1871,4,18
Cafe de Waard,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",1872,3.5,121
Nossa Terra,Amsterdam,"['European', 'Portuguese', 'Cafe', 'Mediterranean', 'Vegetarian Friendly']",1873,5,18
Brasserie De Poort,Amsterdam,"['Dutch', 'European', 'French']",1874,3.5,61
New York Film Academy Cafe,Amsterdam,"['Bar', 'Cafe', 'American', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1875,3.5,148
Waroeng Bamboe,Amsterdam,"['Asian', 'Indonesian']",1876,4.5,13
Slagerij Meester,Amsterdam,,1877,4.5,12
de Belg snackbar,Amsterdam,,1878,4.5,12
Restaurant cafe de IJ-kantine,Amsterdam,"['Dutch', 'Seafood', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",1879,3.5,405
The Turkish Grill Restaurant,Amsterdam,['Turkish'],1880,4.5,6
't Kelkje,Amsterdam,,1881,4.5,10
Restaurant Zuid,Amsterdam,['International'],1882,4,17
Ristorante Pepe,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1883,3.5,68
Brug34,Amsterdam,"['Dutch', 'Cafe', 'Bar', 'European', 'Pub']",1884,4,54
De Nieuwe Poort Amsterdam,Amsterdam,"['International', 'European']",1885,4,27
T Goede Soet,Amsterdam,,1886,4.5,7
Daan's Deli,Amsterdam,['European'],1887,5,7
Good Fortune,Amsterdam,"['Chinese', 'Asian']",1888,4,57
The Harbour Club Amsterdam Zuid,Amsterdam,"['Seafood', 'Sushi', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1889,3.5,244
Agora Catering & Dining,Amsterdam,['Seafood'],1890,4.5,12
Toetanchamon ii,Amsterdam,"['American', 'International', 'Mediterranean', 'European', 'Egyptian', 'Vegetarian Friendly']",1891,4,31
't Sluisje,Amsterdam,"['Dutch', 'European']",1892,4,22
De Saloon,Amsterdam,"['Bar', 'Dutch', 'Pub', 'Diner', 'Vegetarian Friendly']",1893,3.5,164
Diep,Amsterdam,,1894,4.5,14
Dunkin’ Donuts,Amsterdam,,1895,4,10
Cotignac,Amsterdam,['French'],1896,4.5,13
Het Zwarte Schaap,Amsterdam,"['Dutch', 'International', 'Mediterranean', 'European']",1897,4,14
Koffie & Zo,Amsterdam,,1898,4.5,11
Yatta Sushi,Amsterdam,"['Japanese', 'Sushi', 'Asian']",1899,4.5,33
Pancake Factory,Amsterdam,['European'],1900,4,26
Japanese Sushi & Grill Restaurant Sushi,Amsterdam,"['Japanese', 'Sushi', 'Asian']",1901,4,31
Indiaas Restaurant VIjaya,Amsterdam,"['Indian', 'Indonesian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",1902,4,99
Park Plaza the Restaurant,Amsterdam,"['French', 'European']",1903,3.5,90
Green Haven,Amsterdam,,1904,5,9
Urban Salad,Amsterdam,"['Healthy', 'Soups']",1905,4.5,5
Paleo CaVe,Amsterdam,,1906,5,6
Swieti Sranang,Amsterdam,,1907,4.5,7
Eetcafe Magere Brug,Amsterdam,"['Dutch', 'Bar', 'European']",1908,3.5,73
Pelican Rouge Coffee Amsterdam,Amsterdam,,1909,5,6
Bulls and Dogs,Amsterdam,,1910,4.5,9
Nostimo,Amsterdam,"['Mediterranean', 'European', 'Greek']",1911,4.5,34
Cafe Genootschap Der Geneugten,Amsterdam,,1912,4.5,11
Cafe de Blauwe Engel,Amsterdam,['International'],1913,4,13
Doner Plazam,Amsterdam,,1914,4.5,9
Kwekkeboom Patisserie Zuid,Amsterdam,"['Dutch', 'Cafe', 'European']",1915,4,14
Ziggo Dome,Amsterdam,,1916,4.5,4
Eetcafe La Chambre,Amsterdam,,1917,5,7
Mezzo,Amsterdam,['Mediterranean'],1918,4.5,14
Cafe Krull,Amsterdam,,1919,4.5,16
Cafe Czaar,Amsterdam,"['Dutch', 'European']",1920,4.5,4
Casablanca Variety,Amsterdam,['Dutch'],1921,4.5,27
The Pool - Restaurant Bar,Amsterdam,"['Bar', 'International', 'European', 'Vegetarian Friendly']",1922,3.5,89
Eatalia Gastronomia,Amsterdam,,1923,5,6
Ristorante Italiano,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European']",1924,4,39
Brasil Koffie,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European']",1925,4,15
Wilde Zwijnen Eetbar,Amsterdam,"['European', 'Seafood', 'Mediterranean', 'Spanish']",1926,4,35
Lucky House,Amsterdam,['Chinese'],1927,4.5,15
Ela! Traiterie,Amsterdam,"['Mediterranean', 'Greek', 'Delicatessen']",1928,4.5,9
Bakhuysie,Amsterdam,,1929,5,13
Restaurant Olivar,Amsterdam,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",1930,3.5,104
The Breakfast Club,Amsterdam,"['Dutch', 'Cafe', 'British', 'European', 'Vegetarian Friendly']",1931,3.5,61
Wilde Kroketten,Amsterdam,"['Dutch', 'European', 'Delicatessen']",1932,4.5,16
Ginger & Ale,Amsterdam,"['International', 'Healthy']",1933,4.5,9
Madre Maria,Amsterdam,"['Steakhouse', 'Barbecue', 'Argentinean']",1934,3.5,280
Cafe Kostverloren,Amsterdam,"['Bar', 'Cafe', 'Pub', 'Dutch', 'International', 'European', 'Vegetarian Friendly']",1935,4,42
Bagel Nosh,Amsterdam,,1936,4,16
Chocolate Company Cafe Amsterdam,Amsterdam,"['Dutch', 'Cafe', 'International', 'European', 'Delicatessen']",1937,4.5,5
ROC Elements,Amsterdam,"['Dutch', 'European']",1938,4.5,19
Musashi Sushi & Grill,Amsterdam,['Japanese'],1939,4.5,14
Wijmpje Beukers,Amsterdam,['Vegetarian Friendly'],1940,5,17
Broodjeszaak de Nieuwe Rai,Amsterdam,"['Dutch', 'Fast Food', 'European']",1941,4,28
Bouchon du centre,Amsterdam,,1942,4.5,12
DeLepel,Amsterdam,"['Italian', 'Dutch', 'European']",1943,5,4
Smullers,Amsterdam,"['Fast Food', 'Dutch']",1944,3.5,47
Kompaszaal,Amsterdam,,1945,4,22
Zoku Amsterdam,Amsterdam,['International'],1946,4.5,5
Buster's,Amsterdam,,1947,4.5,11
L'Affiche,Amsterdam,"['Bar', 'Pub']",1948,4.5,10
Deli Roma,Amsterdam,"['Italian', 'Mediterranean']",1949,4.5,14
Baking Lab Amsterdam,Amsterdam,"['Middle Eastern', 'Mediterranean', 'Vegetarian Friendly']",1950,5,11
Flavours of India,Amsterdam,['Vegetarian Friendly'],1951,4.5,9
MaMa Kelly Amsterdam,Amsterdam,"['French', 'Seafood', 'International']",1952,4,11
De Smoeshaan,Amsterdam,"['European', 'Central European']",1953,4.5,18
Palmyra Castle,Amsterdam,['Mediterranean'],1954,5,5
Cafe 't Lommertje,Amsterdam,['Mediterranean'],1955,4.5,11
Bistro G.P. by George,Amsterdam,"['International', 'Contemporary', 'French', 'Seafood']",1956,4,32
Sir Hummus - Kitchen,Amsterdam,"['Mediterranean', 'Middle Eastern']",1957,4.5,5
Vascobelo V-bar Stadionplein,Amsterdam,"['French', 'International']",1958,3.5,30
Coffee Shots - Store,Amsterdam,['Healthy'],1959,4.5,6
Kediri,Amsterdam,"['Seafood', 'Asian', 'Indonesian']",1960,4.5,14
Blijburg aan Zee,Amsterdam,"['Dutch', 'Bar', 'Pub', 'International', 'European', 'Vegetarian Friendly']",1961,3.5,68
Ristorante La Favola,Amsterdam,"['Italian', 'Mediterranean', 'European']",1962,4,49
Amstelhoeck,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly']",1963,3.5,312
Marco Polo,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1964,3.5,295
Snackbar Gaasperplas,Amsterdam,,1965,4,9
Yumi Sushi & Grill,Amsterdam,,1966,4.5,8
Place Du Nord,Amsterdam,['French'],1967,4.5,25
Oceania,Amsterdam,,1968,4.5,8
Pho Viet,Amsterdam,"['Asian', 'Vietnamese']",1969,4,16
Maslow,Amsterdam,"['International', 'Mediterranean']",1970,4,18
Le Salonard,Amsterdam,,1971,4.5,8
China Sichuan Restaurant,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",1972,3.5,58
't Houtskooltje,Amsterdam,"['Lebanese', 'Mediterranean']",1973,4,19
Cafe de Zeepost,Amsterdam,"['Dutch', 'European']",1974,5,8
Mama’s Restaurant & Cafe,Amsterdam,"['International', 'Dutch', 'European']",1975,4,12
